tem,glnonfil,temnorth,temsouth,,,
0.55,0.5,0.574,0.526,,,
0.623,0.599,0.666,0.581,,,
0.681,0.593,0.701,0.661,,,
0.622,0.663,0.721,0.523,,,
0.682,0.642,0.859,0.505,,,
0.62,0.586,0.815,0.426,,,
0.706,0.595,0.795,0.617,,,
0.64,0.53,0.695,0.586,,,
0.711,0.612,0.824,0.597,,,
0.79,0.654,0.941,0.64,,,
0.86,0.738,1.048,0.672,,,
0.834,0.759,1.184,0.483,,,
0.715,0.657,0.94,0.49,,,
0.645,0.64,0.872,0.418,,,
0.617,0.666,0.906,0.329,,,
0.615,0.606,0.881,0.348,,,
0.564,0.523,0.701,0.427,,,
0.642,0.556,0.903,0.382,,,
0.735,0.625,1.212,0.258,,,
0.437,0.367,0.623,0.251,,,
0.457,0.384,0.597,0.317,,,
0.429,0.386,0.509,0.349,,,
0.556,0.485,0.811,0.302,,,
0.602,0.562,0.83,0.374,,,
0.443,0.454,0.652,0.235,,,
0.548,0.551,0.761,0.335,,,
0.645,0.585,0.745,0.544,,,
0.651,0.561,0.75,0.552,,,
0.538,0.515,0.727,0.349,,,
0.576,0.514,0.886,0.266,,,
0.511,0.409,0.635,0.388,,,
0.495,0.472,0.799,0.19,,,
0.37,0.364,0.595,0.144,,,
0.465,0.364,0.599,0.331,,,
0.421,0.427,0.523,0.319,,,
0.61,0.648,0.998,0.223,,,
0.659,0.652,0.941,0.377,,,
0.629,0.639,0.94,0.319,,,
0.568,0.596,0.863,0.273,,,
0.645,0.625,0.808,0.482,,,
0.648,0.65,0.873,0.422,,,
0.732,0.633,0.883,0.581,,,
0.721,0.632,0.931,0.511,,,
0.464,0.344,0.459,0.469,,,
0.608,0.535,0.725,0.49,,,
0.527,0.587,0.659,0.394,,,
0.583,0.505,0.766,0.4,,,
0.575,0.507,0.722,0.428,,,
0.557,0.598,0.772,0.342,,,
0.659,0.575,0.757,0.561,,,
0.589,0.595,0.695,0.484,,,
0.635,0.613,0.767,0.504,,,
0.722,0.619,0.752,0.692,,,
0.65,0.585,0.843,0.458,,,
0.77,0.749,1.06,0.48,,,
0.608,0.591,0.802,0.413,,,
0.67,0.603,0.869,0.47,,,
0.491,0.41,0.651,0.33,,,
0.695,0.668,1.057,0.332,,,
0.736,0.728,1.028,0.444,,,
0.737,0.688,0.879,0.595,,,
0.617,0.686,0.837,0.398,,,
0.581,0.613,0.822,0.34,,,
0.734,0.746,0.998,0.47,,,
0.757,0.717,0.911,0.602,,,
0.742,0.711,0.987,0.498,,,
0.63,0.567,0.828,0.432,,,
0.685,0.724,1.026,0.344,,,
0.74,0.788,1.066,0.414,,,
0.782,0.772,1.064,0.5,,,
0.795,0.793,1.111,0.479,,,
0.701,0.75,0.995,0.407,,,
0.731,0.787,1.016,0.446,,,
0.76,0.811,1.073,0.446,,,
0.715,0.781,0.959,0.47,,,
0.799,0.826,1.066,0.532,,,
0.826,0.884,1.214,0.439,,,
1.015,0.919,1.272,0.759,,,
0.996,0.919,1.332,0.66,,,
1.042,1.104,1.404,0.679,,,
1.088,1.013,1.494,0.682,,,
1.224,1.2,1.743,0.704,,,
1.182,1.193,1.637,0.727,,,
1.03,1.026,1.406,0.653,,,
0.88,0.79,1.116,0.645,,,
0.777,0.819,1.151,0.403,,,
0.778,0.817,1.059,0.497,,,
0.949,0.863,1.137,0.76,,,
0.846,0.803,1.215,0.476,,,
0.819,0.675,1.022,0.616,,,
0.844,0.611,1.052,0.637,,,
0.779,0.69,1.031,0.528,,,
0.952,0.857,1.297,0.607,,,
1.067,0.972,1.399,0.736,,,
1.065,0.966,1.415,0.715,,,
0.846,0.838,1.174,0.518,,,
0.78,0.733,0.88,0.68,,,
0.658,0.726,0.897,0.418,,,
0.805,0.775,0.969,0.64,,,
0.811,0.827,1.051,0.571,,,
0.729,0.712,0.972,0.487,,,
0.809,0.7,0.986,0.633,,,
0.806,0.673,1.108,0.504,,,
0.815,0.727,1.237,0.393,,,
0.711,0.659,0.992,0.429,,,
0.796,0.637,1.144,0.448,,,
0.79,0.735,1.03,0.55,,,
0.822,0.735,0.958,0.686,,,
0.713,0.698,0.865,0.561,,,
0.738,0.674,0.877,0.598,,,
0.733,0.709,0.859,0.608,,,
0.735,0.684,0.859,0.61,,,
0.676,0.7,0.879,0.473,,,
0.869,0.781,1.138,0.601,,,
0.745,0.689,0.894,0.596,,,
0.824,0.768,1.021,0.628,,,
0.8,0.835,0.983,0.617,,,
0.844,0.78,0.996,0.692,,,
1.076,0.979,1.396,0.756,,,
0.939,0.879,1.18,0.697,,,
0.778,0.714,0.975,0.58,,,
0.809,0.787,1.121,0.497,,,
0.857,0.825,1.051,0.663,,,
0.858,0.834,1.149,0.568,,,
0.803,0.818,1.199,0.407,,,
0.956,0.846,1.269,0.642,,,
0.937,0.791,1.108,0.766,,,
1.037,0.959,1.297,0.777,,,
1.069,1.11,1.434,0.705,,,
1.113,1.103,1.596,0.631,,,
1.094,1.111,1.533,0.656,,,
1.063,0.899,1.338,0.787,,,
0.908,0.808,1.216,0.6,,,
0.825,0.774,1.11,0.54,,,
0.816,0.766,1.093,0.539,,,
0.801,0.837,1.104,0.498,,,
0.867,0.797,1.166,0.568,,,
0.811,0.711,1.168,0.454,,,
1.013,0.84,1.449,0.577,,,
0.693,0.629,1.102,0.283,,,
0.701,0.652,1.127,0.275,,,
0.565,0.583,0.864,0.265,,,
0.726,0.722,1.023,0.429,,,
0.76,0.703,1.15,0.37,,,
0.706,0.72,1.04,0.372,,,
0.713,0.787,1.111,0.315,,,
0.792,0.832,1.076,0.508,,,
0.799,0.81,1.017,0.582,,,
0.867,0.802,1.067,0.668,,,
0.907,0.801,1.214,0.601,,,
0.854,0.778,1.212,0.495,,,
0.854,0.778,1.212,0.495,,,
